,Data,Label
10,"Subject: ഇലവിഴാപൂഞ്ചിറ
കോട്ടയത്തു നിന്ന് 55 കിലോമീറ്ററും തൊടുപുഴ നിന്ന് 20 കിലോമീറ്ററും ദൂരമാണ് ഇലവിഴാപൂഞ്ചിറയിലേക്കുള്ളത്. കാഞ്ഞാറിനടുത്തുള്ള പ്രധാന വിനോദ സഞ്ചാര കേന്ദ്രമാണിത്. പാലായില്‍ നിന്ന് വളരെ വേഗം ഇവിടെയെത്താം. മാങ്കുന്ന്, കൊടയത്തൂര്‍ മല, തോണിപ്പാറ എന്നിങ്ങനെ മൂന്നു ചെറുകുന്നുകളാല്‍ ചുറ്റപ്പെട്ട ഈ സ്ഥലം ട്രക്കിംഗിന് ഏറ്റവും പറ്റിയതാണ്. 
ആറളം വന്യജീവി സങ്കേതംസ്ഥാനം - തലശ്ശേരിയില്‍ നിന്ന് 35 കിലോമീറ്ററും, കണ്ണൂര്‍ പട്ടണത്തില്‍ നിന്നു 60 കിലോമീറ്ററും ദൂരമാണു ഇവിടേയ്ക്ക്. പശ്ചിമഘട്ടത്തിന്റെ ചരിവില്‍ 55 ചതുരശ്ര കിലോമീറ്റര്‍ വിസ്തൃതിയിലാണ് ആറളം വന്യജീവിസങ്കേതം,വ്യാപിച്ചുകിടക്കുന്നത്. സമുദ്രനിരപ്പില്‍ നിന്ന് 1145 മീറ്റര്‍ ഉയരത്തില്‍ കട്ടി ബേട്ട എന്ന കൊടുമുടിയും ഇവിടെയുണ്ട്. ഉഷ്ണമേഖല, അര്‍ദ്ധനിത്യ ഹരിത വനങ്ങളാണ് ആറളത്തുള്ളത്. ആന, പുള്ളിമാന്‍, മ്ലാവ്, ലാംഗൂര്‍ കുരങ്ങ്, ഹനുമാന്‍ കുരങ്ങ്, മലയണ്ണാന്‍ തുടങ്ങിയ ജീവികളെ ഇവിടെ കണ്ടുവരുന്നു. 
ആറളം വന്യജീവി സങ്കേതംസ്ഥാനം  കാഴ്ചകള്‍  - ആറളം ഗ്രാമം ഇവിടുത്തെ സെന്‍ട്രല്‍ സ്‌റ്റേറ്റ് ഫാമിന്റെ പേരില്‍ പ്രസ്തമാണ്. 1971 ലാണ് ഇന്ത്യാ ഗവണ്‍മെന്റ് 3060 ഹെക്ടര്‍ പ്രദേശത്ത് ആറളം ഫാം തുടങ്ങിയത്. രാജ്യത്തെ ഏറ്റവും പ്രധാന ഹൈബ്രിഡ് തൈങ്ങിന്‍ തൈ ഉല്‍പാദനകേന്ദ്രമാണ് ഇത്.",1
11,"Subject: പയ്യാമ്പലം
സ്ഥാനം - കണ്ണൂര്‍ പട്ടണത്തില്‍ നിന്ന് 2 കി. മീ. മനസിലെ സമ്മര്‍ദ്ദങ്ങളെല്ലാം ഒഴിവാക്കി സായാഹ്നസവാരിക്കിറങ്ങാന്‍ ഉചിതമായ സ്ഥലമാണ് ഈ വിശാലമായ കടല്‍ തീരം. പ്രശസ്തമായ ഈ പിക്‌നിക് കേന്ദ്രത്തില്‍ ഒരു റിസോര്‍ട്ടിനുള്ള സാധ്യതകള്‍ ഏറെയുണ്ട്. കണ്ണൂരിന്റെ എല്ലാ പ്രദേശങ്ങളും സഞ്ചാര സാധ്യതകളുള്ളതാണ്. തെയ്യം, തിറ, നാടന്‍പാട്ട് തുടങ്ങിയ പൗരാണിക നാടന്‍കലകളുടെ കളിത്തൊട്ടിലായ കണ്ണൂര്‍ കാലാതീതമായ സൗന്ദര്യത്തിന്റെ നാടാണ്.
യാത്രാസൗകര്യം  പയ്യാമ്പലം - ദേശീയപാത 17 കണ്ണൂരിലൂടെയാണ് കടന്നു പോകുന്നത്.സമീപ റെയില്‍വെസ്റ്റേഷന്‍ - കണ്ണൂര്‍ ഏകദേശം 2 കി. മീ.സമീപ വിമാനത്താവളം - കരിപ്പൂര്‍ ഇന്റര്‍നാഷണല്‍ എയര്‍പോര്‍ട്ട്, കോഴിക്കോട് 93 കി. മീ.",1
12,"Subject: ആലുവ 
വര്‍ഷം തോറും ആഘോഷിക്കപ്പെടുന്ന മഹാശിവരാത്രി ഉത്സവമാണ്  ആലുവയിലെ ശിവക്ഷേത്ര ത്തിലേക്ക് ആളുകളെ ആകര്‍ഷിക്കുന്നത്. കേരളത്തിന്‍റെ  നാനാ ഭാഗത്ത് നിന്നും ആളുകള്‍ മഹാ ശിവരാത്രി ദിവസം ആലുവയില്‍ എത്തിച്ചേരുന്നു. മറ്റു പ്രധാന പട്ടണങ്ങളുമായി ആലുവ ബന്ധപ്പെട്ടു കിടക്കുന്നു.കൊച്ചിയില്‍ നിന്ന് പന്ത്രണ്ടു കിലോമീറ്റര്‍ അകലമേ ആലുവ യിലേക്കുള്ളൂ .മഹാ ശിവരാത്രി ആറ്  ദിവസം നീണ്ടു നില്‍ക്കുന്ന ഒരു ഉത്സവമാണ് . മഹാശിവരാത്രി എന്ന വാക്കിനര്‍ത്ഥം  'ശിവന്‍റെ  രാത്രി' എന്നാണ്.ശിവരാത്രിയെ കുറിച്ചുള്ള ഐതിഹ്യം ഇങ്ങനെയാണ്. ദേവന്മാരും അസുരന്മാരും അമരത്വം ലഭിക്കാനായി ആഗ്രഹിക്കുകയും പാലാഴി കടയുകയും ചെയ്യുന്നു.ആഴിയില്‍ നിന്നും ഒരു കുടം വിഷവും അമൃതിനോടൊപ്പം  പൊങ്ങി വന്നു.താഴെ പതിച്ചാല്‍  ഭൂമി യിലെ സര്‍വ്വ ചരാചരങ്ങള്‍ക്കും നാശ ഹേതുവായി തീരുന്ന ആ വിഷം മനുഷ്യ രാശിയെ രക്ഷിക്കുന്നതിനുവേണ്ടി  ശിവന്‍  കുടിക്കുന്നു. ശിവന്റെ ഈ ദയാ  വായ്പ്പിനെ ഓര്‍മ്മപ്പെടുത്താനും ആദരിക്കാനുമാണ് ഒരു രാത്രി ഉറങ്ങാതിരുന്നു ഭക്തര്‍ മഹാ ശിവരാത്രി ആഘോഷിക്കുന്നത്.ഉത്സവത്തിന്‍റെ രണ്ടാം ദിവസം ആളുകള്‍ ആലുവയിലെത്തി  പൂര്‍വ്വികര്‍ക്ക്  തര്‍പ്പണം നടത്തുന്നു.",1
13,"Subject: കൊട്ടാരക്കര 
കഥകളിയുടെ കളിത്തൊട്ടില്‍ . കൊല്ലം ജില്ലയിലാണ് കൊട്ടാരക്കര, കൊട്ടാരം എന്ന വാക്കും കരയെന്ന വാക്കും ചേര്‍ന്നാണ് കൊട്ടാരക്കരയെന്ന സ്ഥലനാമം രൂപപ്പെട്ടത്. കൊട്ടാരങ്ങളുണ്ടായിരുന്ന കരയെന്ന രീതിയിലാണ് കൊട്ടാരക്കരയെന്ന പേരുവന്നതെന്ന് പറയുന്നു.
 കൊട്ടാരക്കര ആകര്‍ഷണങ്ങള്‍ - മഹാഗണപതിക്ഷേത്രവും, ശ്രീ മണികണ്‌ഠ്വേശ്വര മഹാദേവ ക്ഷേത്രവുമാണ് ഇവിടുത്തെ പ്രശസ്തമായ ക്ഷേത്രങ്ങള്‍. പത്തനാപുരം കൊട്ടാരവും കൊട്ടാരക്കര കൊട്ടാരവും, കിഴക്കേത്തെരുവ് ഓര്‍ത്തഡോക്‌സ് പള്ളിയുമാണ് മറ്റ് കാഴ്ചകള്‍. കൊട്ടാരക്കര കൊട്ടാരം .
കൊട്ടാരക്കര 
   - റോഡ് മാര്‍ഗം - കൊട്ടാരക്കരയിലേയ്ക്ക് കേരളത്തിന്റെ മിക്ക ഭാഗങ്ങളില്‍ നിന്നും സര്‍ക്കാര്‍ ബസുകള്‍ സര്‍വ്വീസ് നടത്തുന്നുണ്ട്. ഒട്ടേറെ സര്‍ക്കാര്‍ ബസുകള്‍ തിരുവനന്തപുരത്തിന്റെയും കൊല്ലത്തിന്റെയും എറണാകുളത്തിന്റെയും വിവിധ ഭാഗങ്ങളില്‍ നിന്നും കൊട്ടാരക്കരയ്ക്ക് സര്‍വ്വീസ് നടത്തുന്നുണ്ട്. തമിഴ്‌നാട്ടിലെ നഗരങ്ങളില്‍ നിന്നും കര്‍ണാടകത്തിലെ നഗരങ്ങളില്‍ നിന്നും ഇങ്ങോട്ട് ബസ് സര്‍വ്വീസുകളുണ്ട്. റെയില്‍ മാര്‍ഗം - നഗരഹൃദയത്തില്‍ നിന്നും 2 കിലോമീറ്റര്‍ അകലെയാണ് ഇവിടുത്തെ റെയില്‍വേ സ്‌റ്റേഷന്‍. കൊല്ലം-മധുര റൂട്ടിലാണ് കൊട്ടാരക്കര സ്‌റ്റേഷന്‍ സ്ഥിതിചെയ്യുന്നത്. കൊല്ലമാണ് തൊട്ടടുത്തുള്ള വലിയ റെയില്‍വേ സ്‌റ്റേഷന്‍, ഇന്ത്യയുടെ വിവിധ ഭാഗങ്ങളില്‍ നിന്നുള്ള തീവണ്ടികള്‍ ഈ വഴി കടന്നുപോകുന്നുണ്ട്. കൊട്ടാരക്കരയില്‍ നിന്നും 23 കിലോമീറ്റര്‍ അകലെയാണ് കൊല്ലം സ്‌റ്റേഷന്‍. പുനലൂര്‍ സ്റ്റേഷനും കൊട്ടാരക്കരയ്ക്കടുത്താണ്. വിമാനമാര്‍ഗം - തിരുവനന്തപുരം അന്താരാഷ്ട്ര വിമാനത്താവളമാണ് കൊട്ടാരക്കരയ്ക്ക് അടുത്തുള്ളത്. ഇവിടേയ്ക്ക് 70 കിലോമീറ്ററാണ് ദൂരം. ഇന്ത്യയിലെ പ്രമുഖ നഗരങ്ങളില്‍ നിന്നും വിദേശരാജ്യങ്ങളില്‍ നിന്നും ഇങ്ങോട്ട് വിമാനസര്‍വ്വീസുകളുണ്ട്. വിമാനത്താവളത്തില്‍ നിന്നും ബസിലോ ടാക്‌സിയിലോ കൊട്ടാരക്കരയിലെത്താം.",1
14,"Subject:കാസറഗോഡ്‌ ജില്ല 
കേരളത്തിന്റെ ഏറ്റവും വടക്കു ഭാഗത്തുള്ള ജില്ലയാണ്. ആസ്ഥാനം കാസർഗോഡ്. കിഴക്ക്‌ പശ്ചിമ ഘട്ടം, പടിഞ്ഞാറ്‌ അറബിക്കടൽ വടക്ക്‌ കർണ്ണാടക സംസ്ഥാനത്തിലെ ദക്ഷിണ കന്നഡ ജില്ല(ദക്ഷിണ കനാറ ജില്ല), തെക്ക്‌ കണ്ണൂർ ജില്ല എന്നിവയാണ്‌ കാസറഗോഡിന്റെ അതിർത്തികൾ. മലയാളത്തിനു പുറമേ തുളു ഭാഷ സംസാരിക്കുന്നവരുടെ സാന്നിധ്യം ഈ ജില്ലയിലുണ്ട്‌. കാസർകോട്ടെ സംസാരഭാഷയായ മലയാളത്തിൽ കന്നഡ, കൊങ്കണി, തുളു എന്നീ ഭാഷകളുടെ സ്വാധീനം കാണാം. 1984 മെയ്‌ 24-നാണ്‌ ഈ ജില്ല രൂപീകൃതമായത്‌. അതിനുമുമ്പ്‌ ഈ ഭൂവിഭാഗം കണ്ണൂർ ജില്ലയുടെ ഭാഗമായിരുന്നു. മഞ്ചേശ്വരം, കാസർഗോഡ്, ഹോസ്ദുർഗ്, വെള്ളരികുണ്ട് എന്നീ 4 താലൂക്കുകൾ അടങ്ങുന്നതാണ് കാസറഗോഡ്‌ ജില്ല. 1956 നവമ്പർ ഒന്നിന് സംസ്ഥാന പുനർവ്യവസ്ഥാ നിയമം അനുസരിച്ച്, തിരുവിതാങ്കൂർ-കൊച്ചിയിലേക്ക് മലബാർ ജില്ലയും ദക്ഷിണ കന്നഡയിലെ കാസറഗോഡ് താലൂക്കും വിലയനം ചെയ്തുകൊണ്ട് കേരള സംസ്ഥാനം നിലവിൽ വന്നു",1
15,"Subject:തിരുവനന്തപുരം 
കേരളത്തിന്റെ തെക്കേ അറ്റത്തുള്ളതും സംസ്ഥാനത്തിന്റെ തലസ്ഥാനമായ തിരുവനന്തപുരം നഗരം ഉൾക്കൊള്ളുന്നതുമായ ജില്ല . ആസ്ഥാനം തിരുവനന്തപുരം നഗരം. ഭാരതത്തിന്റെ തെക്കേ അറ്റമായ കന്യാകുമാരി തിരുവനന്തപുരം ജില്ലയുടെ അതിരായ പാറശ്ശാലയിൽ നിന്നും 56 കിലോമീറ്റർ അകലെയായി സ്ഥിതിചെയ്യുന്നു. ",1
16,"Subject:തിരുവനന്തപുരം 
കേരളത്തിലെ ഏറ്റവും വലിയ ജില്ലയാണ് പാലക്കാട്‌. ആസ്ഥാനം പാലക്കാട് നഗരം. 2006-ലാണ് പാലക്കാടിന്‌ ഏറ്റവും വലിയ ജില്ല എന്ന പദവി ലഭിച്ചത്‌. അതിനു മുൻപ് ഇടുക്കി ജില്ലയായിരുന്നു കേരളത്തിലെ ഏറ്റവും വലിയ ജില്ല. ഇടുക്കി ജില്ലയിലെ കുട്ടമ്പുഴ പഞ്ചായത്ത് എറണാകുളം ജില്ലയോട് ചേർത്തതോടെയാണ്‌ ഇടുക്കി ജില്ലയ്ക് ഒന്നാം സ്ഥാനം നഷ്ടപെട്ടത്.

തെക്ക് തൃശ്ശൂർ, വടക്ക് മലപ്പുറം, കിഴക്ക് തമിഴ്‌നാട്ടിലെ കോയമ്പത്തൂർ ജില്ല, പടിഞ്ഞാറ് മലപ്പുറവും തൃശ്ശൂരും എന്നിവയാണ് സമീപ ജില്ലകൾ. ഭാരതപ്പുഴയാണ്‌ പ്രധാന നദി. ജില്ല മുഴുവൻ ഭാരതപ്പുഴയുടെ നദീതടപ്രദേശത്താണ്. പശ്ചിമ ഘട്ടത്തിലെ ഏറ്റവും വലിയ കവാടം പാലക്കാട് ജില്ലയിലെ വാളയാർ ചുരമാണ്. ഈ ചുരത്തിന്റെ സാന്നിധ്യം മൂലം കേരളത്തിലെ ഇതര ജില്ലകളിൽ നിന്നു വ്യത്യസ്തമായി ഇവിടെ തമിഴ്‌നാട്ടിലേതുപോലെ വരണ്ട കാലാവസ്ഥയാണ്. കേരളപ്പിറവിക്കു മുൻ‌പ് ഈ ജില്ല മദിരാശി പ്രസിഡൻ‌സിയുടെ ഭാഗമായിരുന്നു. ",1
17,"Subject:മലപ്പുറം 
കേരളത്തിന്റെ വടക്കേ അറ്റത്തു നിന്നും അഞ്ചാമതായി സ്ഥിതി ചെയ്യുന്ന ജില്ലയാണ് മലപ്പുറം. മലപ്പുറം നഗരമാണ് ജില്ലയുടെ ആസ്ഥാനം. ജനസാന്ദ്രതയേറിയ ജില്ലകളിലൊന്നാണിത്. നിലവിൽ കേരളത്തിൽ ഏറ്റവും കൂടുതൽ ഗ്രാമപഞ്ചായത്തുകൾ ഉള്ള ജില്ലയാണ് ഇത്. 2001-ലെ സെൻസസ് പ്രകാരം 3,629,640 പേർ അധിവസിക്കുന്നു. 3550 ചതുരശ്ര കിലോമീറ്ററാണിതിന്റെ വിസ്തൃതി. 90% ജനങ്ങളും ഗൾഫിനെ ആശ്രയിച്ച് കഴിയുന്നു[അവലംബം ആവശ്യമാണ്]. 1969 ജൂൺ 16-നാണ് മലപ്പുറം ജില്ല രൂപീകൃതമായത്. 7 താലൂക്കുകളും 15 ബ്ലോക്ക് പഞ്ചായത്തുകളും 95 ഗ്രാമപഞ്ചായത്തുകളും ജില്ലയിലുണ്ട്. മലപ്പുറം, മഞ്ചേരി, തിരൂർ, പൊന്നാനി, പെരിന്തൽമണ്ണ, നിലമ്പൂർ, കോട്ടക്കൽ വളാഞ്ചേരി, താനൂർ, പരപ്പനങ്ങാടി, തിരൂരങ്ങാടി, കൊണ്ടോട്ടി എന്നിവയാണ് ജില്ലയിലെ 12 മുനിസിപ്പാലിറ്റികൾ. ",1
18,"Subject: തൃശ്ശൂർ
കേരള സംസ്ഥാനത്തിന്റെ മദ്ധ്യഭാഗത്ത് സ്ഥിതി ചെയ്യുന്ന ഒരു ജില്ലയാണ് തൃശ്ശൂർ (തൃശ്ശിവപേരൂർ). കേരളത്തിന്റെ‍ സാംസ്കാരിക തലസ്ഥാനമായി തൃശ്ശൂർ അറിയപ്പെടുന്നു. സമുദ്രനിരപ്പിൽ സ്ഥിതിചെയ്യുന്ന ഈ ജില്ലയ്ക്ക് 3032 ച.കി. വിസ്തീർണ്ണമുണ്ട്. ആസ്ഥാനം തൃശൂർ നഗരം ആണ്. നഗരത്തിന്റെ മദ്ധ്യഭാഗത്തായി ഒരു ചെറുകുന്നിൻപുറത്ത് ശ്രീവടക്കുംനാഥൻ ക്ഷേത്രം സ്ഥിതി ചെയ്യുന്നു. തൃശൂർ ജില്ലക്ക് ആകെ 7 താലൂക്കുകളാണ് (തൃശ്ശൂർ, മുകുന്ദപുരം, ചാവക്കാട്, കൊടുങ്ങല്ലൂർ, തലപ്പിള്ളി, ചാലക്കുടി, കുന്നംകുളം) ഉള്ളത്. ഇരിങ്ങാലക്കുട, ചാവക്കാട്, കൊടുങ്ങല്ലൂർ, ചാലക്കുടി, കുന്നംകുളം, ഗുരുവായൂർ, വടക്കാഞ്ചേരി എന്നിവയാണ് നഗരസഭകൾ. ജില്ലയിൽ 17 ബ്ലോക്ക് പഞ്ചായത്തുകളും 87 ഗ്രാമപഞ്ചായത്തുകളുമുണ്ട്. ",1
19,"Subject: ഗുജറാത്തി 
ഇന്ത്യയിൽ ഗുജറാത്ത്‌ സംസ്ഥാനത്തിലെ പ്രധാന സംസാരഭാഷയാണ്‌ ഗുജറാത്തി ഭാഷ. 2001-ലെ സെൻസസ് കണക്കുകൾ പ്രകാരം ഇന്ത്യയിൽ ഈ ഭാഷ സംസാരിക്കുന്നവരുടെ എണ്ണം 4,60,91,617 ആണ്‌ . ഇതിൽ 4,27,68,386 പേർ ഗുജറാത്തിലാണ്‌, മഹാരാഷ്ട്ര (23,15,409), തമിഴ് നാട്(2,02,612), മദ്ധ്യപ്രദേശ്(1,98,140) എന്നീ സംസ്ഥാനങ്ങളിലും ഗുജറാത്തി ഭാഷ സംസാരിക്കുന്നവരുടെ കാര്യമായ സാന്നിദ്ധ്യമുണ്ട്.  കൂടാതെ പാകിസ്താൻ, കെനിയ, സിംഗപ്പൂർ, ടാൻസാനിയ, ഉഗാണ്ട, സാംബിയ, ദക്ഷിണാഫ്രിക്ക, അമേരിക്കൻ ഐക്യനാടുകൾ, യുണൈറ്റഡ് കിങ്ഡം, കാനഡ തുടങ്ങിയ പല രാജ്യങ്ങളിലേക്കും കുടിയേറിയ ഗുജറാത്തികളും അവരുടെ പുതിയ തലമുറകളിൽ‌പ്പെട്ടവരും ഗുജറാത്തിഭാഷ ഉപയോഗിച്ചു് വരുന്നു. മഹാത്മാഗാന്ധി, സർദാർ വല്ലഭായി പട്ടേൽ, മുഹമ്മദലി ജിന്ന എന്നിവരുടെ മാതൃഭാഷ ഗുജറാത്തിയായിരുന്നു. 
",0
20,"Subject:ഒഡിയ
ഇന്ത്യയിൽ ഒഡീഷ സംസ്ഥാനത്തിലെ പ്രധാനഭാഷയാണ്‌ ഒറിയ(ଓଡ଼ିଆ). ഔദ്യോഗികമായി ഒഡിയ എന്ന് ഉച്ചരിക്കുന്നു. ഇന്ത്യയി‍ലെ ഒരു ഔദ്യോഗികഭാഷയായ ഇത് സംസാരിക്കുന്നവരുടെ ഏണ്ണം 2001-ലെ സെൻസസ് പ്രകാരം 3,30,17,446 ആണ്‌.[3]ഛത്തീസ്ഗഡ്‌, ഒഡീഷ സംസ്ഥാനത്തോടു തൊട്ടു കിടക്കുന്ന പശ്ചിമബംഗാളിലെ മിഡ്‌നാപ്പൂർ ജില്ല, ഝാർഖണ്ഡ് സംസ്ഥാനത്തിലെ സരായികേല ഖർസാവൻ ജില്ല , അന്ധ്രയിലെ ശ്രീകാകുളം എന്നീ പ്രദേശങ്ങൾ കൂടാതെ‍ ഗുജറാത്ത്‌ സംസ്ഥാനത്തിലെ സൂറത്ത് നഗരത്തിലും ഒറിയ സംസാരിക്കുന്നവരുടെ കാര്യമായ സാന്നിധ്യമുണ്ട്. ഒറിയയുടെ പ്രാദേശികവകഭേദങ്ങളിൽ പ്രധാനപ്പെട്ടവ മിഡ്‌നാപ്പൂരി ഒറിയ , ബലസോറി ഒറിയ , ഗഞ്‌ജമി ഒറിയ, ദേശീയ ഒറിയ (ഒഡീഷയിലെ കോരാപുട്ട് ജില്ലയിലും ആന്ധ്രയിലെ വിശാഖപട്ടണം, വിജയനഗരം എന്നിവിടങ്ങളിൽ സംസാരിക്കപ്പെടുന്നത്)ഹൽബി, ഭാത്രി, സാംബല്പൂരി ഒറിയ, കൽഹന്ദി ഒറിയ, സിങ്ഭും ഒറിയ എന്നിവയാണ്‌. ഒറിയ എഴുതുന്നത് ഒറിയ ലിപിയിലാണ്‌. ",0
