,Data,Label
10,"Subject: ബോഡോ
വടക്ക്കിഴക്കൻ ഇന്ത്യയിൽ സംസാരിക്കപ്പെടുന്ന ഒരു സിനോ-തിബത്തൻ ഭാഷയാണ് ബോഡോ . 2001ലെ കാനേഷുമാരി പ്രകാരം ഇന്ത്യയിൽ ഈ ഭാഷ സംസാരിക്കുന്നവരുടെ എണ്ണം 1,350,478 ആണ്. ഇതു ഇന്ത്യയുടെ ഭരണഘടനയുടെ എട്ടാം പട്ടികയിൽ ഉൾപ്പെടുത്തിയിട്ടുള്ള ഒരു ഭാഷയാണ്",0
11,"Subject: ദോഗ്രി
ഇന്ത്യയിൽ ഏകദേശം 50 ലക്ഷത്തോളം ആൾക്കാർ സംസാരിക്കുന്ന ഒരു ഭാഷയാണ്‌ ദോഗ്രി (डोगरी ڈوگرى). ഇന്ത്യയിലെ ഒരു ഔദ്യോഗിക ഭാഷയായ ഇത് പ്രധാനമായും സംസാരിക്കപ്പെടുന്നത് ജമ്മുവിലാണ്‌. കാശ്മീർ, വടക്കൻ പഞ്ചാബ്‌, ഹിമാചൽ പ്രദേശ് എന്നിവിടങ്ങളിലും സംസാരിക്കപ്പെട്ടുവരുന്നു.",0
12,"Subject: സന്താലി ഭാഷ
സന്താൾ വംശജരുടെ ഭാഷയായ സന്താലി ഇന്ത്യയിലെ ഝാർഖണ്ഡ്‌(28,79,576), ആസാം(2,42,886), ബീഹാർ(3,86,248), ഒറീസ്സ(6,99,270), ത്രിപുര, പശ്ചിമ ബംഗാൾ(2,247,113) എന്നീ സംസ്ഥാനങ്ങളിലും ബംഗ്ലാദേശ്‌, ഭൂട്ടാൻ, നേപ്പാൾ എന്നീ രാജ്യങ്ങളിലും സംസാരിക്കപ്പെടുന്നു. ആസ്ത്രോ ഏഷ്യാറ്റിക് ഭാഷാകുടുംബത്തിലെ മുണ്ഡ ഉപകുടുംബത്തിൽ‌പ്പെട്ട ഭാഷയായ ഇത് ഹോ, മുണ്ഡാരി എന്നീ ഭാഷകളുമായി സാമ്യമുണ്ട്. ഓൾ ചികി എന്ന ലിപിയും ലാറ്റിൻ ലിപിയും ഉപയോഗിച്ചാണ്‌ സന്താലി എഴുതുന്നത്. ",0
13,"Subject: ആസ്സാമീസ്
ഇന്ത്യയിലെ വടക്കുകിഴക്കൻ സംസ്ഥാനമായ ആസ്സമിലെ ജനങ്ങൾ സംസാരിക്കുന്ന ഭാഷയാണ് ആസ്സാമീസ്. ആസ്സാം സംസ്ഥാനത്തെ ഔദ്യോഗിക ഭാഷയും ഇതുതന്നെയാണ്. അരുണാചൽ പ്രദേശിലെ കുറച്ചു ഭാഗത്തും മറ്റുചില വടക്കുകിഴക്കൻ സംസ്ഥാനങ്ങളിലെ ജനങ്ങളും ഈ ഭാഷ സംസാരിക്കുന്നുണ്ട്. ആസ്സാമീസ്‌ സംസാരിക്കുന്ന ചെറിയ വിഭാഗം ജനങ്ങളെ ഭൂട്ടാൻ, ബംഗ്ലാദേശ് എന്നീ രാജ്യങ്ങളിലും കാണാവുന്നതാണ്. ഇന്തോ-യൂറോപ്യൻ ഭാഷാകുടുംബത്തിലെ കിഴക്കേ അറ്റത്തെ ഭാഷയായ ആസ്സാമീസ് ഏതാണ്ട് രണ്ട് കോടിയോളം ജനങ്ങൾ സംസാരിക്കുന്നു. ",0
14,"Subject: തെലുഗു ഭാഷ
ഇന്ത്യൻ സംസ്ഥാനങ്ങളായ ആന്ധ്രാപ്രദേശ്, തെലംഗാണ എന്നിവിടങ്ങളിൽ സംസാരിക്കുന്ന ഭാഷയാണ് തെലുഗു (Telugu എന്ന് ആംഗലേയം). മലയാളികളും തമിഴന്മാരും ഈ ഭാഷാനാമം പൊതുവേ തെലുങ്ക് എന്നാണ്‌ ഉച്ചരിക്കുന്നത്. ഇതു ഒരു ദ്രാവിഡ ഭാഷയാണ്. തമിഴ്, മലയാളം,കന്നഡ തുടങ്ങിയ ഭാഷകളോട് അല്പം സാമ്യം ഉണ്ട്. ഇന്ത്യയിൽ ഹിന്ദിയും ബംഗാളിയും കഴിഞ്ഞാൽ ഏറ്റവും അധികം സംസാരിക്കപ്പെടുന്ന ഭാഷയാണ് തെലുഗു. 2001-ലെ കാനേഷുമാരി അനുസരിച്ച് 74,002,856 ആളുകളുടെ മാതൃഭാഷയാണ്.യൂറോപ്യന്മാർ ഈ ഭാഷയെ ഒരിക്കൽ ജെന്തു (Gentoo) എന്ന് വിളിച്ചിരുന്നു.",0
15,"Subject: ഇടുക്കി ജില്ല
കേരളത്തിന്റെ മധ്യഭാഗത്തായി സ്ഥിതി ചെയ്യുന്ന ഒരു ജില്ലയാണ് ഇടുക്കി. ആസ്ഥാനം പൈനാവ്. തൊടുപുഴ, കട്ടപ്പന, അടിമാലി നെടുംകണ്ടം, ഇടുക്കി എന്നിവയാണ് ജില്ലയിലെ മറ്റു പ്രധാന പട്ടണങ്ങൾ. 4358 ച.കി. വിസ്തീർണ്ണമുള്ള (ഇത് കേരള സംസ്ഥാനത്തിന്റെ 11 ശതമാനം വരും) ഇടുക്കി ജില്ലയാണ്‌ കേരളത്തിലെ ഏറ്റവും വലിയ രണ്ടാമത്തെ ജില്ല (പത്തനംതിട്ട ജില്ല, കുട്ടബുഴ പഞ്ചായത്ത്) വേർപെടുത്തിയതിന് ശേഷം) (ഏറ്റവും വലിയ ജില്ല പാലക്കാട് ജില്ല). ഇടുക്കി ജില്ലയുടെ 50 ശതമാനത്തിലധികവും സംരക്ഷിത വനഭൂമിയാണ്. തീവണ്ടിപ്പാത ഇല്ലാത്ത കേരളത്തിലെ രണ്ടു ജില്ലകളിൽ ഒന്നാണ്‌ ഇത് (മറ്റേത്) വയനാട്).രാജവാഴ്ച കാലത്ത് |വേനാട്ട് സാമ്രാജ്യത്തിന്റെ ഭാഗമായിരുന്നു ഇടുക്കി. ദേവീകുളം, തൊടുപുഴ, ഉടുമ്പഞ്ചോല, പീരുമേട്, ഇടുക്കി എന്നിവയാണ് ജില്ലയിലെ താലൂക്കുകൾ. തൊടുപുഴയും കട്ടപ്പനയുമാണ് ജില്ലയിലെ മുനിസിപ്പാലിറ്റികൾ. 8 ബ്ലോക്ക് പഞ്ചായത്തുകളും 51 ഗ്രാമ പഞ്ചായത്തുകളും ഉണ്ട്. ഇത് കൂടാതെ, ഇടമലക്കുടി എന്ന കേരളത്തിലെ പ്രഥമ ആദിവാസി പഞ്ചായത്തായ ഇടമലക്കുടി 2010 നവംബർ ഒന്നിന് പ്രാബല്യത്തിൽ വന്നു. മൂന്നാർ പഞ്ചായത്തിന്റെ പതിമൂന്നാം വാർഡ്‌ അടർത്തി മാറ്റിയാണ് ഇടമലക്കുടി രൂപീകരിക്കപ്പെട്ടത്. ദേവികുളം, അടിമാലി, നെടുങ്കണ്ടം, ഇളംദേശം, തൊടുപുഴ, ഇടുക്കി, കട്ടപ്പന, അഴുത എന്നിവയാണ് ബ്ലോക്ക് പഞ്ചായത്തുകൾ. ",1
16,"Subject: പത്തനംതിട്ട ജില്ല
കേരളത്തിലെ ഒരു ജില്ല, സഹ്യപർവ്വതത്തിന്റെ മടിത്തട്ടിലെ ഒരു മലയോര നഗരമാണ് പത്തനംതിട്ട.പത്തനംതിട്ട എന്ന പേര് 'പത്തനം' എന്നും 'തിട്ട' എന്നും രണ്ടു നാമങ്ങളുടെ കൂടിച്ചേർന്ന രൂപമാണ്. ഇതിന്റെ അർത്ഥം നദീതീരത്തുള്ള ഭവനങ്ങളുടെ നിര എന്നതാണ്.  1982 നവംബർ മാസം ഒന്നാം തീയതി ആണു കൊല്ലം ജില്ല വിഭജിക്കപ്പെട്ട് പത്തനംതിട്ട ജില്ല രൂപീകൃതമായത്. പന്തളം രാജഭരണവുമായി ബന്ധമുണ്ടെന്ന് കരുതുന്ന പ്രദേശമാണ് പത്തനംതിട്ട. കൊല്ലം, ആലപ്പുഴ, കോട്ടയം, ഇടുക്കി ജില്ലകളുമായി പത്തനംതിട്ട ജില്ലാതിർത്തി പങ്കു വയ്ക്കുന്നുണ്ട്. കിഴക്ക് തമിഴ്‌നാട് അതിർത്തിയോട് ചേർന്ന് വനഭൂമിയുള്ള ഈ ജില്ലയുടെ പകുതിയിൽ അധികവും വനഭൂമിതന്നെയാണ്. ",1
17,"Subject: കൊല്ലം ജില്ല
കേരളത്തിലെ തെക്കുഭാഗത്തുള്ള ജില്ലയാണ് കൊല്ലം. ആംഗലേയ ഭാഷയിൽ മുൻപ് ക്വയിലോൺ (Quilon) എന്നു വിളിച്ചുവന്നിരുന്നെങ്കിലും സർക്കാർ ഉത്തരവു പ്രകാരം ഇപ്പോൾ ആംഗലേയത്തിലും കൊല്ലം (Kollam) എന്ന് തന്നെ വിളിയ്ക്കുന്നു. തെക്ക് തിരുവനന്തപുരവും, വടക്ക് പത്തനംതിട്ടയും ആലപ്പുഴയും, കിഴക്ക് തമിഴ് നാടും, പടിഞ്ഞാറ് അറബിക്കടലും ആണ്‌ കൊല്ലത്തിന്റെ അതിരുകൾ. കശുവണ്ടി സംസ്കരണവും കയർ നിർമ്മാണവും ആണ് ജില്ലയിലെ പ്രധാന വ്യവസായങ്ങൾ.

കൊല്ലത്തിന്റെ ഏകദേശം 30 ശതമാനം ഭാഗം അഷ്ടമുടി കായൽ ആണ്. ഇന്ത്യയിലെ പ്രശസ്തമായ ഇംഗ്ളീഷ് വാരിക 'ഇന്ത്യ ടുഡെ', കൊല്ലം ജില്ലയെ, ഇന്ത്യയിലെ എറ്റവും മികച്ച ജില്ലയായി തിരഞ്ഞടുക്കുകയുണ്ടായി. നിയമ പരിപാലനവും, സാമൂഹിക സൗഹാർദ്ദവും മാനദണ്ഡമാക്കി ആയിരുന്നു, ഈ തിരഞ്ഞെടുപ്പ്‍. ഇന്ത്യയിലെ ഏറ്റവും പൊക്കമുള്ള രണ്ടാമത്തെ വിളക്കുമാടം സ്ഥിതിചെയ്യുന്നത് ഈ ജില്ലയിലെ തങ്കശേരിയിൽ ആണ്. തെന്മല, ജടായുപ്പാറ, പരവൂർ, പാലരുവി വെള്ളച്ചാട്ടം, പുനലൂർ തുടങ്ങിയവ ഇവിടത്തെ പ്രധാന വിനോദ സഞ്ചാര കേന്ദ്രങ്ങളാണ്. 
",1
18,"Subject: പാലരുവി വെള്ളച്ചാട്ടം
കേരളത്തിലെ കൊല്ലം ജില്ലയിൽ ആര്യങ്കാവിനടുത്ത് സ്ഥിതി ചെയ്യുന്ന ഒരു വെള്ളച്ചാട്ടമാണ്‌ പാലരുവി വെള്ളച്ചാട്ടം (Palaruvi Waterfall). കൊല്ലം ജില്ലയിലെ പ്രധാന വിനോദസഞ്ചാര കേന്ദ്രങ്ങളിലൊന്നായ പാലരുവിക്ക് ഏതാണ്ട് 91 മീറ്റർ ഉയരമുണ്ട്.. ഇത് ഇന്ത്യയിലെ നാല്പതാമത്തെ വലിയ വെള്ളച്ചാട്ടമാണു്",1
19,"Subject: ആര്യങ്കാവ്
കേരളത്തിലെ കൊല്ലം ജില്ലയിലെ ഒരു സ്ഥലമാണ് ആര്യങ്കാവ്. തമിഴ്നാട് അതിർത്തിയിൽ സ്ഥിതിചെയ്യുന്ന ആര്യങ്കാവിലൂടെയാണ് കൊല്ലം - തിരുമംഗലം ദേശീയപാത കടന്നു പോകുന്നത്. കൊല്ലം ചെങ്കോട്ട റെയിൽ പാതയും ഇതുവഴി കടന്നു പോകുന്നു. ആര്യങ്കാവ് ധർമ്മശാസ്താക്ഷേത്രം, ആര്യങ്കാവ് ചുരം, പാലരുവി വെള്ളച്ചാട്ടം എന്നിവ ഇവിടുത്തെ പ്രധാന ശ്രദ്ധേയതകളാണ്. ഈ പ്രദേശത്തിന് ആര്യങ്കാവ് എന്ന പേരു വന്നതിന് പഴമക്കാർ പല വ്യാഖ്യാനങ്ങളും നൽകുന്നുണ്ട്. ",1
20,"Subject: തൃപ്പൂണിത്തുറ
തൃപ്പൂണിത്തുറ കൊച്ചി നഗരത്തിന്റെ ഒരു ഉപനഗരമാണ് . തൃപ്പൂണിത്തുറ അമ്പലങ്ങളുടെ നാടാണ്‌. കൊച്ചി രാജവംശത്തിന്റെ ആസ്ഥാനമാണ് ഈ നഗരം. കൊച്ചി രാജവംശത്തിന്റെ ആസ്ഥാനമായ ഹിൽ പാലസ് തൃപ്പൂണിത്തുറയിലാണു സ്തിഥി ചെയ്യുന്നതു.. ശ്രീ പൂർണ്ണത്രയീശ ക്ഷേത്രം ഇവിടെയാണ് സ്ഥിതി ചെയ്യുന്നത് . പടിഞ്ഞാറ് കൊച്ചിയും കിഴക്ക് മൂവാറ്റുപുഴയും ആണ് അടുത്ത പ്രധാന പട്ടണങ്ങൾ. എറണാകുളം - കോട്ടയം റോഡ്‌ ഇതിലെയാണ്‌ കടന്നു പോകുന്നത്‌",1
